f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
0.271553,-2.167952,-0.778904,-1.530096,1.099797,-0.246734,-2.281734,0.800322,-2.382883,-0.382438,-0.618625,-0.539488,1.785298,-0.546621,0.243459,0
0.169473,-1.051824,-2.042614,-1.257428,0.949513,-2.819521,-0.285739,-1.492977,-0.165853,-0.110894,0.585187,0.125750,2.408442,-0.049887,0.148432,0
-0.086843,-2.267133,-1.932434,0.530892,0.650936,0.557964,0.957138,0.008401,0.246623,-0.397230,-0.052408,0.765169,2.902646,-0.154215,1.059224,0
-1.630316,-1.155917,-0.096239,-0.142824,-0.101372,0.787384,-0.306825,1.248087,0.026198,-0.902457,-0.499523,1.856132,0.656299,-0.565181,0.414980,1
-0.147821,0.706111,0.117786,-1.084802,-2.329945,-0.997800,-0.712624,-1.148167,2.639589,1.405999,0.273766,-0.297561,-0.455569,-1.429236,-0.177854,1
0.638358,-0.530721,0.603004,-0.363425,1.024073,0.370797,-0.812892,0.639844,-0.132374,-0.164896,-0.573536,-2.605358,-0.298259,1.573831,1.520543,0
-1.109583,-0.919295,-1.511428,-0.872050,0.003234,1.001125,-0.394111,0.948529,-0.423975,0.384483,0.365832,0.249273,1.851303,1.139611,0.003473,0
-0.158505,-1.389654,0.966120,-0.694577,-0.975621,0.244628,1.945556,0.294734,-0.616458,-0.782248,-1.175862,-0.543273,-0.213239,-1.152928,0.377903,1
1.449465,-1.521663,0.246145,-0.634671,-0.295616,0.192131,0.464963,0.434110,-0.142010,0.251101,-0.855858,-0.927581,0.518548,0.694833,1.094996,0
1.434514,0.958820,0.708668,-0.753797,-0.596761,0.220232,-1.023973,0.190437,-0.082965,0.052263,0.079921,-1.150393,-1.126979,0.234047,-0.095656,0
-0.169982,1.223539,1.418388,0.331973,-1.483386,1.518632,0.027432,0.450194,1.930327,0.197828,-0.171403,1.772318,-1.914379,1.284387,0.963933,1
1.285314,-0.943798,-0.959964,0.614590,0.140585,-0.744378,2.210295,-0.630316,-0.294532,0.125011,0.060880,1.200099,1.352421,-1.217234,0.078483,0
-0.166611,-1.070837,1.937863,-1.152153,0.096717,-0.743919,1.357472,-0.942881,-0.236410,-0.257365,-1.540761,0.213675,-1.269933,1.165822,-2.718747,1
-0.100657,-1.902752,0.953143,-0.150874,0.286528,0.148807,-0.103037,1.394973,0.674629,-0.366191,-1.413411,-0.666751,0.050530,1.244369,0.864917,0
1.177425,1.766844,-0.795270,-0.227399,0.194306,0.776435,-1.296568,0.185911,0.256382,0.388622,1.264702,-0.269809,-0.130108,2.527114,-0.234504,0
0.859114,0.872961,0.737404,-0.661834,-1.905284,0.541839,0.056191,-1.164964,1.483137,0.056626,0.023733,1.352033,-1.111476,-0.122229,-1.491167,0
-0.924998,-0.992612,-2.869844,0.816355,1.278337,1.483275,0.067470,1.624575,1.410545,-1.635439,1.053333,0.504578,3.145776,0.630455,0.215193,0
1.248237,2.057816,-1.899477,0.565916,-0.390386,0.666328,-1.044812,-0.385636,0.539261,-0.910132,1.990565,0.330649,0.750118,0.569867,0.988446,0
0.715335,1.021748,0.298146,-0.173708,0.007084,-1.198171,-1.508645,0.510872,-0.535904,0.848998,0.328224,1.304948,-0.777527,0.567006,0.024475,0
0.118359,-2.127875,-0.972038,0.568832,-0.049388,-0.519676,0.234100,0.554583,-0.983620,1.309104,-0.496819,0.998305,1.944563,0.067324,0.917299,1
-1.224572,-0.580167,0.004944,0.100618,1.096909,-0.086373,-1.119787,-0.268007,-0.105732,0.846104,-0.279034,0.188988,0.280072,0.855902,0.633013,1
-0.271210,-1.465016,1.268447,-0.927454,1.175004,-1.788743,1.316396,-0.698320,0.910182,-1.195623,-1.372549,-1.358905,-0.456354,1.115920,0.473506,1
-0.411130,-0.537615,-2.552410,-1.180177,0.540702,0.619693,1.264734,0.166595,-1.330140,0.680178,1.101286,-0.346509,2.628449,0.495803,-1.342479,0
0.137315,1.631331,3.014838,0.445161,-1.302880,0.527125,-1.352894,-0.519019,-1.389847,0.464369,-0.826143,-0.778010,-3.593486,0.644229,-0.475220,1
0.513857,-2.748995,-1.923125,-2.898413,-0.425073,-1.055287,0.519153,2.257178,0.109956,0.990891,-0.286929,1.032587,3.130442,0.379433,-1.511355,0
-0.415518,-0.087056,-1.803343,0.472447,0.074807,-0.671909,-0.794782,-0.029180,1.480684,-0.055372,0.917575,-1.181457,1.713416,-0.411638,-0.411481,0
0.273083,2.134143,-0.774804,0.688982,1.227655,-0.977802,0.018919,0.309673,1.114578,0.509819,1.428807,1.161514,-0.329281,0.107020,-0.346649,0
1.117915,-1.358375,-1.257853,1.627402,-0.480498,0.674367,-0.704846,-0.118193,-0.073861,1.392601,0.021789,-0.562652,1.831808,0.292428,-0.281226,0
-0.543297,0.808082,0.325127,-1.543794,-0.759514,-0.093219,0.529396,0.904211,0.588626,1.313422,0.212080,0.170093,-0.697690,-0.228313,0.279330,1
0.014818,-1.711221,0.941042,-1.928101,-0.287464,-0.381813,0.731905,-0.246310,1.081100,-0.431159,-1.315727,-1.076842,-0.032232,0.380827,-0.763173,1
-0.086960,-1.385269,1.647850,1.184500,0.197199,-1.611705,1.020214,0.416816,1.685760,0.226876,-1.536329,-1.005444,-0.846978,1.112049,-0.266243,0
1.519888,-1.103077,-1.206205,0.421706,0.266596,0.773452,0.598219,-0.092122,-1.355306,0.871220,0.115951,1.906084,1.658700,-0.443414,1.860813,1
1.325632,1.277381,-2.525792,-0.592772,-1.499632,-0.113932,0.591091,0.752131,1.295757,1.027878,1.951834,0.426024,1.713279,-0.343207,-0.577154,0
-0.976386,1.479361,-0.933014,-0.907208,1.119560,0.556565,-0.624277,-0.651691,-1.029717,0.482482,1.200993,1.059906,0.138554,-0.402043,-0.668080,0
-0.482880,-0.775934,2.666204,-0.055350,1.363701,-0.474444,0.041704,1.463599,-1.473351,0.732181,-1.787608,-0.735004,-2.089394,-0.465420,-0.394743,1
-1.896875,-1.647811,-0.820483,-0.226695,0.780656,0.276962,1.317921,0.174852,0.561901,0.722981,-0.348706,-0.311452,1.568617,-0.556643,0.697780,0
-0.015145,-2.176631,-0.653764,-0.144233,0.029671,0.027873,1.208129,1.542611,0.168576,-0.678137,-0.689311,-0.784780,1.673621,-0.158526,0.115765,0
0.003392,-2.748685,-2.746302,1.200104,0.694652,1.377856,0.196107,2.541224,1.548468,1.473597,0.150999,1.162841,3.892920,-1.766052,2.443731,0
-0.493310,0.858326,-1.608948,-1.058592,0.132456,1.801784,0.291537,0.922643,1.152980,-0.286689,1.264593,0.720566,1.069476,-0.149760,-0.423415,1
-0.170977,-0.595245,2.492052,0.725752,-0.125766,0.811027,0.385702,-1.543649,1.004670,-0.073807,-1.608906,0.912012,-2.016705,1.783873,-1.477047,1
1.022636,-0.148031,-1.025586,-0.115092,-0.638415,1.520864,-1.172099,0.804875,0.480169,0.403597,0.474900,-1.158249,1.022781,-0.553354,-0.376827,0
-1.010857,-0.639315,1.421167,-0.166699,0.022887,1.297400,-0.013141,1.932774,-0.481978,-0.501752,-1.060386,0.817834,-1.002963,-0.542429,-1.868694,0
-0.504177,-1.813740,-1.306411,-0.426623,0.649790,-0.668340,0.487686,0.984879,0.546642,1.420283,-0.169333,-0.682602,2.100215,1.413008,0.386413,0
-0.966989,0.409292,3.100195,-0.522705,1.068347,-1.731748,-1.139313,0.782244,-0.291248,0.373763,-1.453744,-0.304951,-3.072984,0.123677,-0.487511,1
-0.137272,-2.958141,-1.631836,-0.405202,0.664274,0.437124,1.363947,0.248809,-1.155496,0.021894,-0.541484,-0.841357,2.963193,-0.605816,1.293439,0
-1.357264,-2.275119,1.926071,2.383920,-0.752432,-0.060102,-0.966958,-0.367431,-0.076600,-1.639449,-2.108236,0.637064,-0.668139,1.139315,0.553713,1
1.504556,-0.377434,0.134693,1.411627,-1.129185,1.454969,0.236107,0.057900,-0.089409,2.698164,-0.251450,-0.259007,0.060398,0.033813,-0.240113,0
1.143424,1.263269,-0.236870,-1.484627,-0.199858,0.395874,-0.513102,-1.674236,0.282654,0.265044,0.727821,1.256609,-0.400362,0.050688,0.210911,0
-0.795264,0.384764,-0.970964,0.046498,-1.619360,-0.702914,1.433723,2.571969,-1.114646,-2.059733,0.699686,-1.530364,0.710766,1.441728,1.377490,0
-0.249976,0.982405,0.611463,-0.573752,0.351804,-0.218084,0.078778,0.623264,-0.103467,-0.616793,0.142852,1.085176,-1.048496,-0.703258,-0.079894,1
0.086808,-1.389970,0.965676,-1.315097,-0.792643,-0.802020,-1.225728,-0.085234,-0.370535,-1.003350,-1.175776,0.706966,-0.212673,0.145516,-0.627836,1
-0.314782,-1.349387,1.714809,0.464883,0.527084,-2.087237,0.075944,-1.254142,0.632065,0.038660,-1.554844,-0.159000,-0.926618,0.554611,0.123262,1
0.578854,-2.111564,-0.580378,-2.314546,0.263473,-0.317808,0.323897,-1.245077,-0.961598,-0.052816,-0.697340,-0.409096,1.573708,-3.028556,-1.146821,0
-1.885019,-0.063313,-1.517918,-0.046746,-0.367682,1.123307,0.538077,0.421949,2.800426,-1.477852,0.777092,0.488593,1.437335,0.007011,-0.996317,0
0.698319,0.753031,0.556563,0.173918,-0.905260,1.073970,-3.141012,-0.137651,-0.063747,1.502684,0.062770,-0.613322,-0.885093,-0.529690,0.097002,1
0.959576,0.361115,-1.693829,0.174284,0.013934,0.126975,0.343915,0.780111,0.683726,-0.032349,1.072852,-0.279219,1.392066,-0.142728,-1.422504,0
1.034818,-0.213272,-1.523397,0.389458,1.235290,-0.211403,-0.368055,-0.723372,1.036223,0.616708,0.708563,-0.676701,1.515987,0.075098,-0.597818,0
0.075888,-1.554087,-0.469754,-0.284038,-2.145313,2.217170,-1.041831,-0.188043,1.803761,-0.794357,-0.490577,-0.893934,1.197701,0.222430,-0.503545,0
0.533952,-0.579747,2.096855,-0.428282,-1.500155,1.561456,-1.148216,0.452298,-1.521820,0.367497,-1.391350,-0.637806,-1.658179,-1.537036,0.029346,1
-0.671325,-1.223557,1.890221,1.056974,-0.705286,-1.320847,-0.132270,-1.402219,-1.376551,-0.684321,-1.588183,2.863925,-1.150864,0.396837,1.316936,1
-1.074625,-0.469896,-1.294018,-1.905185,-0.927942,0.407373,-0.365643,0.292689,-0.235758,-0.038038,0.464313,0.752446,1.429389,1.034699,-1.559813,0
-0.482426,-0.956936,-0.874531,-0.607703,-0.142581,-0.185841,-0.128698,0.543268,-1.259020,0.138368,0.009186,0.018603,1.279718,0.513856,0.685086,0
0.491006,0.653626,0.433361,-0.714175,-0.739173,0.517300,-0.563319,-1.804021,0.693818,0.618185,0.080933,-2.163223,-0.722181,-0.164649,-2.041100,1
-0.627580,0.233941,-1.449182,0.593762,-1.264240,-0.294248,0.480443,0.271797,-1.289176,0.880085,0.882155,1.182591,1.227810,-0.762914,0.095964,0
0.077787,0.339723,1.636180,0.315418,0.281819,0.677374,-1.531132,-0.120432,0.329909,-1.085972,-0.708299,3.009603,-1.682517,0.011631,0.069793,1
-0.024098,1.669943,-1.295426,0.184705,0.659169,0.533768,-0.197555,-1.878938,0.977619,-1.527036,1.484529,-0.419499,0.380803,-0.567654,-0.321228,0
0.271641,-0.740548,0.187986,-0.653333,-0.705106,-0.789542,0.670442,0.854438,1.353827,-0.580897,-0.452788,0.582420,0.189183,-0.313225,1.050369,1
-1.868197,0.814120,0.781819,0.078148,1.474058,-1.545755,-1.229332,-0.643018,0.294305,1.430160,-0.027921,0.527178,-1.123754,2.588639,1.825973,1
-0.556069,0.949742,-0.504390,-0.894298,0.368845,1.014563,0.861720,-0.837127,0.636143,-0.031329,0.720722,-0.209631,0.001310,0.339590,0.857717,1
-1.874483,1.736136,-1.214584,0.326957,0.194764,0.570774,-0.005470,0.963049,1.528881,1.274166,1.473071,-0.424937,0.273430,0.166383,0.163387,0
-2.067588,-1.526144,-1.140420,-1.282141,-0.260041,0.461714,0.227474,-1.066553,0.181057,0.132652,-0.120593,-0.785198,1.805327,-0.544984,0.377215,0
-0.367721,1.237226,1.682971,0.136868,-0.063298,0.444606,0.242379,0.388507,1.157067,0.953236,-0.305593,0.196685,-2.166218,1.031573,1.222305,1
-0.654728,0.269068,-2.153555,-1.938660,-0.145231,0.785436,-0.991527,-2.614594,0.111751,1.323346,1.273490,0.897923,1.863140,0.118934,-0.686243,0
-0.057533,0.415221,-1.075118,-1.794989,-0.736113,-1.007065,-0.492747,-0.366395,-0.769759,-0.370674,0.769587,0.228331,0.792316,-0.790752,0.272610,0
1.100028,1.362459,-0.793475,2.414224,-0.360862,0.915959,1.209150,1.111413,-1.832723,-0.112567,1.071090,-0.473252,0.066636,-0.198775,0.318814,0
-0.641385,-0.886771,1.620129,-0.591518,-0.107862,0.417065,1.128105,-2.322642,-1.692194,0.303373,-1.284091,0.360193,-1.065879,0.575740,-1.341781,1
-0.016943,-2.110828,0.649738,-1.737640,0.455750,-1.621286,-0.208910,-0.241972,-0.421027,0.761385,-1.351187,-1.936414,0.433708,0.718189,-0.590111,0
-1.278136,3.033640,-1.647771,0.382550,0.482209,-0.292284,-0.267236,0.059015,-2.493303,-1.614025,2.321607,-2.674974,0.038148,-1.369199,-0.789701,1
0.500599,-0.885983,-1.504418,0.398495,-0.583828,-0.154853,-0.416573,1.364183,-1.729986,0.096721,0.377975,0.436449,1.828464,0.747447,-1.190938,0
-0.374124,0.200519,-0.917953,-1.090910,1.343513,-0.097313,1.033670,-0.628585,0.069966,-0.380999,0.583716,-0.621184,0.752052,0.864699,-0.218238,1
-1.243345,1.433750,0.399130,0.346260,0.209669,-1.803511,0.839761,-0.587128,-0.993706,-1.728961,0.470806,1.183982,-1.073229,0.000577,-0.052015,0
0.883933,-1.234238,-0.503278,-1.202359,-0.383005,-1.430064,0.720198,1.641003,1.887522,0.297142,-0.320366,1.686886,1.071827,-0.036782,0.868323,1
-1.745340,1.484773,-0.683504,0.672378,-0.926445,-2.340102,0.728384,-0.398758,-0.125074,0.860295,1.070878,0.525437,-0.095259,-1.155849,-1.484950,1
-0.076008,-0.751524,-2.472926,1.049745,-1.573355,0.859849,-0.966371,-0.023781,-1.491900,-1.419543,0.957105,-0.965884,2.659765,0.040437,0.308123,0
-1.857190,-0.853937,1.372505,-0.405221,0.639812,0.909866,-0.796655,1.137742,-0.604158,0.640391,-1.136757,-0.604479,-0.852578,-0.674109,1.058867,1
2.032071,1.449013,-1.695011,-0.834214,0.403489,-0.274763,-0.963793,0.010875,0.225973,-0.765847,1.591779,0.901520,0.859395,-0.723201,1.295042,0
0.360637,0.700852,0.259954,-0.123799,-0.125519,-2.502685,-0.174016,-1.032678,0.621948,0.369394,0.195653,-2.126620,-0.584700,0.909344,0.812709,1
1.374174,-0.114185,1.388021,-0.988402,-0.906110,-0.685726,0.179254,-1.466680,0.489195,-0.998491,-0.792575,-1.638201,-1.229905,0.610983,-0.784119,1
-0.623956,-1.516931,-0.428925,2.017529,-1.429769,-0.038538,-1.608011,-1.115969,-0.208668,-0.310887,-0.494589,1.675620,1.141644,0.242480,-0.414175,0
-0.009083,1.928938,-0.756289,0.056628,1.302464,-0.100871,0.611548,-1.483742,1.255107,0.789959,1.321196,0.099087,-0.245752,-1.346646,0.547286,0
0.347036,1.207857,1.704007,-0.703090,-0.934571,0.004657,1.589144,-0.424811,-0.860420,-0.644772,-0.330772,0.858729,-2.171297,0.975963,0.344787,1
1.121060,1.369699,-1.546191,-1.762435,0.539672,1.404948,0.568902,-0.388820,0.592229,0.981582,1.474847,-1.067860,0.760436,1.019833,0.484616,0
-0.366513,-0.556102,2.119343,-0.265426,0.495121,1.541149,0.084791,-0.441963,0.381421,0.633655,-1.392044,-1.279038,-1.690615,-0.604361,-1.182047,1
0.512768,0.890854,0.748691,2.373105,-0.461924,0.597210,-0.205966,-0.352977,-0.251790,0.470013,0.026255,0.817766,-1.130712,0.280279,0.731117,1
0.244424,-0.658674,-0.789758,-0.228408,-1.322655,-0.130175,-0.228242,0.244117,-0.717360,0.190108,0.106201,0.808731,1.054841,0.919365,1.851565,0
1.271910,1.168119,1.309644,0.436740,1.160366,-0.205073,-0.974083,-0.515451,-0.414029,-0.085005,-0.139974,0.878475,-1.786443,-0.389152,-1.111392,0
0.763481,1.141123,1.267486,1.288807,-0.221613,-0.263560,0.734622,-1.695044,-0.313948,1.222508,-0.130416,-1.149343,-1.734140,-1.921846,-0.094137,1
-0.447674,0.705083,0.099133,-1.136434,0.747407,1.015708,1.312438,0.323531,0.762137,0.941925,0.283196,-0.300938,-0.437783,-0.951862,0.890791,0
-1.604592,0.699564,0.065991,0.195767,-0.521641,1.286115,-1.164303,-1.020910,-0.860349,-0.053477,0.298192,0.546429,-0.404371,-0.025890,-0.776782,0
-0.463944,-1.332899,1.054896,-1.172359,0.914373,-0.212841,0.983547,0.228445,0.473010,-0.469038,-1.196035,0.209031,-0.323332,-0.094213,-0.566859,0
-1.320893,0.680470,0.043739,1.168410,-1.212725,-0.263105,0.173048,-1.574928,0.816083,0.703758,0.300930,2.200133,-0.374388,-0.473733,-0.339086,1
-1.547491,1.108999,1.429066,-0.992369,-0.083684,-0.113104,-0.776860,-0.793227,-0.982007,-1.212329,-0.231651,-0.098780,-1.868074,-1.011328,-1.674475,1
0.649532,1.337682,1.986588,0.201176,-1.844624,0.034452,1.329344,0.500197,0.430786,-1.143274,-0.419202,0.280545,-2.496790,-0.174940,-1.374152,0
-1.352452,0.479175,0.443166,1.347561,2.628086,0.868193,-1.091279,0.041098,-0.452752,0.439127,-0.007394,0.408120,-0.645672,0.244035,0.958557,1
-1.351713,-1.732001,-2.274688,-0.576761,0.308278,1.747239,-0.127673,-0.559275,-0.506721,-0.208439,0.384557,0.505017,2.957169,-0.115149,1.177315,0
-1.427635,-1.883300,-1.618272,-0.485253,-0.023763,-0.794765,-0.423175,-0.199266,-1.017070,0.766663,-0.036619,-0.580538,2.423267,-1.453843,2.369827,0
-1.636914,-2.408271,-0.693856,-1.692000,0.844633,-0.797398,0.820744,-0.833308,1.117008,0.157262,-0.778348,0.315338,1.824416,-0.666895,-0.494714,1
-0.764092,2.428080,-1.252369,-0.431836,-0.316679,0.060822,0.261849,-1.781231,0.412405,0.138158,1.822823,-0.646139,-0.031059,-0.973533,1.224048,0
-2.509450,-1.247451,0.409571,0.526204,0.449112,-0.056365,-0.338934,1.154607,1.228993,-0.380953,-0.812131,-1.177365,0.232604,-0.463726,0.047999,1
-0.267184,1.364620,-0.868556,-1.031916,0.859009,0.238980,-0.116216,-0.304575,-0.387969,-1.004091,1.112049,0.673207,0.135134,-0.072731,0.127953,0
0.765900,-0.150844,-1.113300,0.026602,0.566281,-0.925873,1.323303,-0.478097,-1.078701,-1.035192,0.520208,0.721102,1.105424,-2.157934,0.344064,0
-0.817650,-2.579365,1.331087,0.890223,0.639862,-0.843379,-1.379531,-1.508069,-0.389561,-0.487448,-1.936762,-0.796943,0.032357,0.601468,1.418030,1
-0.226347,0.023397,-0.382433,1.101897,1.331726,-1.108327,0.967026,0.453565,0.307098,0.794135,0.214532,1.500739,0.342825,1.005632,-0.902668,0
-0.785555,-0.736649,0.443074,0.570639,-0.128619,-1.067880,1.621383,0.113307,1.484305,-0.923451,-0.586591,0.699086,-0.049055,-0.231947,1.005549,1
-0.580690,-1.237488,-2.551647,-1.165885,1.843342,0.367687,1.095388,1.757903,-0.961940,0.757669,0.767446,-0.348109,2.971129,-1.454166,-0.991933,0
1.394603,0.815412,-1.344245,-0.427435,1.459520,0.594715,0.714712,-0.274636,1.557933,-0.000191,1.103374,0.570925,0.845298,0.225775,-1.378631,1
0.969909,1.250372,1.662448,-1.130571,1.432936,-0.243171,1.353608,-1.343993,-1.071237,-0.550120,-0.288415,-1.257740,-2.153654,1.322512,-1.065323,1
0.526514,-0.729719,0.727030,-0.590544,0.704866,-0.121998,-0.211667,-0.473964,0.470067,-1.250026,-0.734302,2.254207,-0.315525,0.672808,-0.500114,1
0.058884,-1.189759,-1.905067,-0.234470,0.704503,-1.938735,0.946697,-0.134918,-0.966541,0.490065,0.446322,0.029526,2.348688,0.531470,0.462541,0
-0.563554,1.251185,2.131993,-0.172200,-1.678139,0.973747,2.631548,0.117171,-0.320366,1.226219,-0.537741,-0.078329,-2.589062,-0.331676,0.600284,1
-2.977002,-0.555416,-1.685163,-0.495210,0.614677,-1.774014,-0.921231,-0.456699,1.387775,0.168943,0.631588,1.805691,1.833724,-0.787433,0.811082,0
0.834930,-1.212718,0.054009,-0.083643,0.720511,-0.104255,-0.234033,0.850426,-0.945734,0.474984,-0.606488,-0.189864,0.544972,2.284516,-0.521765,0
-0.054421,0.084233,-0.467762,-1.115122,0.354403,0.213281,0.706365,0.388972,1.161311,-1.346105,0.288895,0.285294,0.392029,-2.766569,0.872876,0
0.151206,-0.481303,-0.738762,0.822064,-0.055575,0.715213,0.205079,-0.917756,-0.677128,0.129063,0.163583,-0.398406,0.920571,1.151892,-0.782352,1
-1.457204,2.381945,-0.625169,-0.395283,1.204158,-0.088022,0.325244,-1.183640,-1.343023,0.903307,1.467287,-0.221560,-0.589492,1.563717,-0.057744,1
0.341357,-1.275617,0.531759,0.910377,1.114920,0.224894,0.072327,-1.017640,0.150039,-0.164390,-0.890531,1.819803,0.133222,-0.383726,-1.263856,1
0.512034,1.943742,-1.210600,0.416127,-0.090206,0.646668,0.008349,0.718684,0.126081,-0.130183,1.569860,-0.353310,0.167879,-1.414967,-0.149132,0
0.387431,0.490714,-0.471130,-0.252905,0.219316,0.287917,0.710347,1.534528,-0.404571,-0.453201,0.484342,0.630793,0.195714,-1.892419,-1.069459,0
-0.857003,0.985454,0.989447,0.540180,0.170865,1.472504,-0.031779,0.867294,0.065940,-0.490843,-0.056714,1.260339,-1.400174,-1.178565,-0.063738,1
0.807006,-0.255221,0.066360,-2.890440,0.189435,0.876385,0.931120,-0.046796,-0.204731,-0.248438,-0.156885,-1.594762,0.063742,0.559343,-1.492222,1
0.106488,0.788297,0.457869,-0.055598,1.192449,0.432230,-0.189001,-0.354202,0.007420,-0.095809,0.132059,0.530431,-0.810962,0.448099,-1.252913,1
-0.790799,-0.083140,-0.801807,-0.606476,-2.239490,-0.515516,0.176222,-0.917386,-1.681157,-1.662176,0.386806,-0.598926,0.783624,1.464959,-0.273416,0
-1.468609,-0.979563,-1.567315,-0.489514,0.160665,-0.339541,0.407633,-0.530557,1.027639,-0.848595,0.366841,0.298075,1.932648,-1.187573,-0.135647,1
-1.598189,1.225142,1.667072,-1.134170,-2.070903,0.290115,-0.683361,0.667543,0.205672,-0.614721,-0.302894,0.132026,-2.145559,2.561936,-0.273852,1
2.040120,1.135186,1.024548,-0.933318,1.142148,0.448473,-0.203454,0.525957,-1.074803,-1.561955,-0.004046,-1.542108,-1.506158,0.799881,0.518398,1
1.021920,0.508492,-0.556448,-0.739654,0.977153,0.259554,-0.228650,-1.834757,-1.774038,-2.402802,0.538185,1.599680,0.266033,0.366316,-0.635933,0
0.557227,-1.205877,1.758441,0.762640,0.288425,-0.612889,-0.490028,-0.113125,0.382483,2.469673,-1.509677,2.055623,-1.037452,-0.421999,1.319819,0
2.592640,-1.907089,0.401355,1.542428,0.294110,0.859555,0.125523,0.638187,0.725017,1.305523,-1.122027,-0.121102,0.563860,-3.385515,0.526322,1
-1.861447,-1.538908,-1.411448,-1.368676,-1.880297,1.282301,-0.444394,1.346852,1.082117,1.819014,0.017464,0.174179,2.062683,-0.453398,0.496323,1
1.718952,0.204419,1.770304,0.299231,0.266669,0.548901,-0.810295,-0.680263,-0.120016,-1.093571,-0.844090,0.581587,-1.740390,0.437555,1.993045,1
0.885597,2.093683,-0.588507,-0.457193,-0.423647,-0.373307,-1.029410,-0.674328,1.131354,-0.262321,1.310455,-0.596045,-0.482024,1.686866,-0.640599,1
1.542738,-1.964710,-0.095440,-0.345226,-0.483451,-0.542629,-0.181124,-0.244743,1.050213,0.270034,-0.885275,-2.908495,1.052386,0.964404,-0.241366,1
0.209514,-1.646815,1.255552,-1.181536,-0.788649,0.208608,0.830436,-0.920124,1.710861,-0.661645,-1.452304,-0.641171,-0.355210,0.595128,0.548271,1
1.867237,1.326307,2.185375,0.291797,0.143490,-0.734174,0.186655,-0.911171,2.130358,0.787608,-0.530340,-1.757894,-2.675375,0.429358,0.554961,1
-0.387920,1.020139,0.972246,-1.253036,0.722442,1.209642,-2.008583,1.660834,-0.648533,-0.264200,-0.031041,1.660371,-1.401256,-1.295631,1.235045,1
-1.629837,0.768591,-0.891635,1.402357,0.143805,-0.131683,0.339033,0.584834,-0.564617,0.078283,0.840362,-1.462047,0.448952,-0.473405,-0.814313,0
1.063225,-0.537664,0.733277,0.588347,0.140399,0.175117,-1.121693,0.074844,-0.143649,1.450738,-0.646125,0.540218,-0.415543,-0.298854,0.044312,0
-0.758784,-1.388761,-0.568742,0.842151,-2.130604,0.349444,0.141847,-0.432988,0.753491,-0.540840,-0.359169,-0.923203,1.208291,-1.082890,-0.802580,0
-0.818463,0.457815,-0.748449,0.888370,-0.922701,-1.271330,-0.352387,-0.278724,0.342953,-0.235174,0.616152,1.946082,0.468776,-0.614687,-0.463067,1
0.789541,0.023949,0.716285,-1.069542,1.304499,-1.125751,-1.358376,0.764895,-0.944998,-0.743143,-0.369523,-0.427699,-0.675350,1.121243,0.312978,1
-0.916715,1.211430,1.466087,-0.975772,-1.233575,-0.737812,-0.835079,-0.486768,-0.686355,-0.653719,-0.202540,-0.185393,-1.952629,2.453614,1.159852,0
-1.524234,0.609627,-0.256615,-1.294165,0.282962,0.437593,-0.859933,0.960456,0.188537,1.780095,0.426912,-2.102788,-0.061368,0.121999,1.455837,1
1.204982,-0.313252,1.354644,1.485907,2.660085,-1.055986,-0.884690,1.057830,0.764116,0.549601,-0.869664,-0.523555,-1.101313,0.800615,1.683565,0
-0.762288,-1.531353,0.940969,-0.166908,-1.207433,-0.687927,-2.254869,1.484119,0.426664,0.195017,-1.229994,-0.073100,-0.120415,0.633400,0.060144,0
0.045842,-0.711749,-0.978059,-0.784036,0.138314,-0.507936,0.604831,1.998295,0.219432,0.456075,0.181057,1.798618,1.255333,-0.488480,0.427537,0
-1.024322,-0.186042,0.768534,-0.023469,-1.413696,0.182267,-0.082435,-0.655793,-0.501132,0.135904,-0.497355,-1.110095,-0.620727,-0.370046,0.410971,1
-1.386737,0.697187,-1.073983,-0.169762,-2.141091,-0.012948,1.492821,0.600994,-1.037323,0.093199,0.903319,0.336663,0.652921,-0.038772,-0.967237,1
-0.807981,-2.153923,-0.470332,-1.419953,1.352155,0.975604,-0.443857,1.028051,-0.253767,-0.652203,-0.776045,0.573542,1.492540,-0.255850,0.498100,1
0.098073,1.631244,2.679966,0.033994,0.134713,1.393021,2.159641,-0.125282,0.629550,0.371469,-0.648094,0.751578,-3.283202,0.100129,-0.220352,1
1.537998,0.297348,-3.113458,-0.996361,1.492516,0.287774,-0.370753,0.186986,1.651794,-0.197905,1.797456,0.133871,2.738565,1.057558,0.126313,0
0.541873,-0.267459,-1.005205,-1.141891,0.331181,-0.088426,-0.230130,-0.166072,0.103158,0.270456,0.407163,0.054530,1.062496,0.532267,-0.626734,0
2.223272,-1.966194,0.811152,-0.475966,-0.326167,-0.706029,-0.244009,-1.075845,-0.258347,-0.297383,-1.368123,-0.747228,0.213204,-0.079002,0.394235,0
0.158177,0.633826,-0.152339,1.232538,0.594660,1.030608,-0.527206,-0.605788,0.866467,-0.246534,0.382986,0.301164,-0.169847,0.182891,1.008837,0
0.191830,1.522208,-1.734411,-0.398631,-2.155521,-1.314321,-2.027987,-0.944407,0.148325,-1.113997,1.647605,-0.250781,0.859984,0.392608,0.715881,0
-1.192796,-1.512300,2.144871,0.686813,0.007907,-0.190108,0.451501,0.868062,-0.040249,0.358688,-1.861174,-0.033158,-1.245116,0.307825,-0.021876,1
